
1, 1, 15, 28, 99.999532
1, 1, 15, 7, 99.999532
1, 2, 15, 28, 99.999532
1, 2, 15, 7, 99.999532
1, 3, 15, 28, 99.999532
1, 3, 15, 7, 99.999532
1, 4, 15, 28, 99.999532
1, 4, 15, 7, 99.999532
1, 5, 15, 28, 99.999532
1, 5, 15, 7, 99.999532
1, 6, 15, 28, 99.999532
1, 6, 15, 7, 99.999532
1, 7, 15, 28, 99.999533
1, 7, 15, 7, 99.999533
1, 8, 15, 28, 99.999533
1, 8, 15, 7, 99.999533
1, 9, 15, 28, 99.999532
1, 9, 15, 7, 99.999532
1, 10, 15, 28, 99.999533
1, 10, 15, 7, 99.999532
1, 11, 15, 28, 99.999533
1, 11, 15, 7, 99.999533
1, 12, 15, 28, 99.999533
1, 12, 15, 7, 99.999533
1, 13, 15, 28, 99.999533
1, 13, 15, 7, 99.999533
1, 14, 15, 28, 99.999533
1, 14, 15, 7, 99.999533
1, 15, 15, 28, 99.999533
1, 15, 15, 7, 99.999533
1, 16, 15, 28, 99.999532
1, 16, 15, 7, 99.999532
1, 17, 15, 28, 99.999532
1, 17, 15, 7, 99.999532
1, 18, 15, 28, 99.999532
1, 18, 15, 7, 99.999532
1, 19, 15, 28, 99.999532
1, 19, 15, 7, 99.999532
1, 20, 15, 28, 99.999532
1, 20, 15, 7, 99.999532
1, 21, 15, 28, 99.999532
1, 21, 15, 7, 99.999532
1, 22, 15, 28, 99.999532
1, 22, 15, 7, 99.999532
1, 23, 15, 28, 99.999533
1, 23, 15, 7, 99.999533
1, 24, 15, 28, 99.999532
1, 24, 15, 7, 99.999532
1, 25, 15, 28, 99.999533
1, 25, 15, 7, 99.999533
1, 26, 15, 28, 99.999533
1, 26, 15, 7, 99.999533
1, 27, 15, 28, 99.999532
1, 27, 15, 7, 99.999532
1, 28, 15, 28, 99.999533
1, 28, 15, 7, 99.999533
1, 29, 15, 28, 99.999533
1, 29, 15, 7, 99.999533
1, 30, 15, 28, 99.999533
1, 30, 15, 7, 99.999532
2, 1, 15, 28, 99.999532
2, 1, 1, 12, 99.999532
2, 2, 15, 28, 99.999532
2, 2, 1, 12, 99.999532
2, 3, 15, 28, 99.999532
2, 3, 1, 12, 99.999532
2, 4, 15, 28, 99.999533
2, 4, 1, 12, 99.999533
2, 5, 15, 28, 99.999533
2, 5, 1, 12, 99.999533
2, 6, 15, 28, 99.999533
2, 6, 1, 12, 99.999533
2, 7, 15, 28, 99.999533
2, 7, 1, 12, 99.999532
2, 8, 15, 28, 99.999533
2, 8, 1, 12, 99.999532
2, 9, 15, 28, 99.999532
2, 9, 1, 12, 99.999532
2, 10, 15, 28, 99.999532
2, 10, 1, 12, 99.999532
2, 11, 15, 28, 99.999532
2, 11, 1, 12, 99.999532
2, 12, 15, 28, 99.999532
2, 12, 1, 12, 99.999532
2, 13, 15, 28, 99.999532
2, 13, 1, 12, 99.999532
2, 14, 15, 28, 99.999532
2, 14, 1, 12, 99.999532
2, 15, 15, 28, 99.999532
2, 15, 1, 12, 99.999532
2, 16, 15, 28, 99.999532
2, 16, 1, 12, 99.999532
2, 17, 15, 28, 99.999532
2, 17, 1, 12, 99.999532
2, 18, 15, 28, 99.999532
2, 18, 1, 12, 99.999532
2, 19, 15, 28, 99.999532
2, 19, 1, 12, 99.999532
2, 20, 15, 28, 99.999532
2, 20, 1, 12, 99.999532
2, 21, 15, 28, 99.999533
2, 21, 1, 12, 99.999533
2, 22, 15, 28, 99.999533
2, 22, 1, 12, 99.999533
2, 23, 15, 28, 99.999533
2, 23, 1, 12, 99.999532
2, 24, 15, 28, 99.999532
2, 24, 1, 12, 99.999532
2, 25, 15, 28, 99.999532
2, 25, 1, 12, 99.999532
2, 26, 15, 28, 99.999532
2, 26, 1, 12, 99.999532
2, 27, 15, 28, 99.999533
2, 27, 1, 12, 99.999533
2, 28, 15, 28, 99.999534
2, 28, 1, 12, 99.999533
3, 1, 19, 20, 99.999648
3, 1, 42, 20, 99.999647
3, 2, 19, 20, 99.999647
3, 2, 42, 20, 99.999647
3, 3, 19, 20, 99.999646
3, 3, 42, 20, 99.999646
3, 4, 19, 20, 99.999647
3, 4, 42, 20, 99.999646
3, 5, 19, 20, 99.999647
3, 5, 42, 20, 99.999647
3, 6, 19, 20, 99.999647
3, 6, 42, 20, 99.999646
3, 7, 19, 20, 99.999646
3, 7, 42, 20, 99.999646
3, 8, 19, 20, 99.999646
3, 8, 42, 20, 99.999646
3, 9, 19, 20, 99.999646
3, 9, 42, 20, 99.999646
3, 10, 19, 20, 99.999647
3, 10, 42, 20, 99.999647
3, 11, 19, 20, 99.999647
3, 11, 42, 20, 99.999646
3, 12, 19, 20, 99.999647
3, 12, 42, 20, 99.999647
3, 13, 19, 20, 99.999646
3, 13, 42, 20, 99.999646
3, 14, 19, 20, 99.999648
3, 14, 42, 20, 99.999647
3, 15, 19, 20, 99.999647
3, 15, 42, 20, 99.999647
3, 16, 19, 20, 99.999648
3, 16, 42, 20, 99.999648
3, 17, 19, 20, 99.999648
3, 17, 42, 20, 99.999648
3, 18, 19, 20, 99.999647
3, 18, 42, 20, 99.999647
3, 19, 19, 20, 99.999648
3, 19, 42, 20, 99.999648
3, 20, 19, 20, 99.999647
3, 20, 42, 20, 99.999646
3, 21, 19, 20, 99.999645
3, 21, 42, 20, 99.999645
